continent,location,date,population,rolling_people_vaccinated,rolling_people_vaccinated_percentage
Asia,Armenia,2021-01-01,2963234,NULL,0.00
Europe,Malta,2020-09-19,441539,NULL,0.00
Africa,Namibia,2020-06-03,2540916,NULL,0.00
Oceania,New Zealand,2021-04-30,4822233,NULL,0.00
Oceania,Papua New Guinea,2020-04-28,8947027,NULL,0.00
Africa,Sudan,2020-12-10,43849269,NULL,0.00
Europe,United Kingdom,2020-03-23,67886004,NULL,0.00
Asia,Yemen,2020-07-24,29825968,NULL,0.00
Oceania,Australia,2020-03-15,25499881,NULL,0.00
Europe,Bosnia and Herzegovina,2020-10-01,3280815,NULL,0.00
Europe,Russia,2021-02-27,145934460,NULL,0.00
South America,Bolivia,2020-11-26,11673029,NULL,0.00
Africa,Congo,2020-08-23,5518092,NULL,0.00
Asia,Israel,2020-07-18,8655541,NULL,0.00
Asia,Brunei,2020-12-07,437483,NULL,0.00
Africa,Cote d'Ivoire,2020-10-22,26378275,NULL,0.00
Africa,Equatorial Guinea,2021-03-17,1402985,NULL,0.00
Oceania,Marshall Islands,2020-11-02,59194,NULL,0.00
South America,Suriname,2020-05-04,586634,NULL,0.00
Europe,Switzerland,2020-06-23,8654618,NULL,0.00
Europe,Vatican,2021-02-16,809,NULL,0.00
South America,Uruguay,2020-03-21,3473727,NULL,0.00
Europe,Austria,2020-09-25,9006400,NULL,0.00
Asia,Bangladesh,2021-02-04,164689383,NULL,0.00
Africa,Central African Republic,2021-02-05,4829764,NULL,0.00
Europe,Faeroe Islands,2021-04-04,48865,NULL,0.00
Africa,Libya,2021-01-27,6871287,NULL,0.00
Africa,Mali,2020-10-16,20250834,NULL,0.00
Africa,Burundi,2020-05-01,11890781,NULL,0.00
Oceania,Fiji,2020-10-22,896444,NULL,0.00
Asia,India,2020-11-19,1380004385,NULL,0.00
Asia,Lebanon,2020-10-03,6825442,NULL,0.00
Europe,Monaco,2020-05-09,39244,NULL,0.00
Asia,China,2020-02-01,1439323774,NULL,0.00
Europe,Germany,2020-02-23,83783945,NULL,0.00
Asia,Qatar,2021-03-20,2881060,NULL,0.00
Asia,South Korea,2020-04-26,51269183,NULL,0.00
Asia,United Arab Emirates,2020-10-18,9890400,NULL,0.00
Africa,Zambia,2021-03-07,18383956,NULL,0.00
Asia,Afghanistan,2020-09-23,38928341,NULL,0.00
Asia,Japan,2020-06-30,126476458,NULL,0.00
North America,Saint Kitts and Nevis,2020-06-02,53192,NULL,0.00
Africa,Sao Tome and Principe,2020-04-14,219161,NULL,0.00
Africa,Tanzania,2020-04-15,59734213,NULL,0.00
North America,Bermuda,2021-04-12,62273,NULL,0.00
Europe,Finland,2020-08-14,5540718,NULL,0.00
North America,Honduras,2021-01-03,9904608,NULL,0.00
Europe,Luxembourg,2020-03-06,625976,NULL,0.00
Asia,Tajikistan,2020-08-28,9537642,NULL,0.00
South America,Venezuela,2020-08-28,28435943,NULL,0.00
Europe,Iceland,2021-02-02,341250,NULL,0.00
North America,Anguilla,2021-03-27,15002,NULL,0.00
Europe,Estonia,2020-11-12,1326539,NULL,0.00
Europe,Ireland,2020-06-01,4937796,NULL,0.00
Europe,Montenegro,2021-02-05,628062,NULL,0.00
Africa,Algeria,2020-07-02,43851043,NULL,0.00
Europe,Denmark,2020-09-10,5792203,NULL,0.00
South America,Guyana,2020-03-23,786559,NULL,0.00
Africa,Senegal,2020-12-06,16743930,NULL,0.00
Europe,Sweden,2021-02-27,10099270,NULL,0.00
Africa,Togo,2020-04-08,8278737,NULL,0.00
Africa,Botswana,2021-04-05,2351625,NULL,0.00
Africa,Morocco,2020-06-29,36910558,NULL,0.00
Europe,Norway,2020-08-09,5421242,NULL,0.00
Oceania,Samoa,2021-04-15,198410,NULL,0.00
Africa,Equatorial Guinea,2020-09-20,1402985,NULL,0.00
Asia,Georgia,2021-02-06,3989175,NULL,0.00
North America,Grenada,2020-10-11,112519,NULL,0.00
North America,Haiti,2020-05-13,11402533,NULL,0.00
Europe,Netherlands,2020-09-06,17134873,NULL,0.00
Africa,Sierra Leone,2021-04-04,7976985,NULL,0.00
Asia,Uzbekistan,2020-08-10,33469199,NULL,0.00
South America,Ecuador,2020-06-30,17643060,NULL,0.00
Europe,France,2020-02-04,68147687,NULL,0.00
Asia,Sri Lanka,2020-06-07,21413250,NULL,0.00
North America,Saint Vincent and the Grenadines,2021-01-31,110947,NULL,0.00
Africa,Zambia,2020-03-23,18383956,NULL,0.00
Asia,Bhutan,2020-08-02,771612,NULL,0.00
South America,Paraguay,2020-03-25,7132530,NULL,0.00
Europe,Iceland,2021-02-09,341250,NULL,0.00
Europe,Italy,2020-05-23,60461828,NULL,0.00
Africa,Lesotho,2021-02-08,2142252,NULL,0.00
Africa,Madagascar,2020-05-25,27691019,NULL,0.00
Asia,Malaysia,2020-01-28,32365998,NULL,0.00
Africa,Equatorial Guinea,2021-03-10,1402985,NULL,0.00
Europe,San Marino,2020-08-23,33938,NULL,0.00
Africa,Zimbabwe,2020-03-30,14862927,NULL,0.00
North America,Antigua and Barbuda,2021-01-25,97928,NULL,0.00
Asia,Japan,2020-11-18,126476458,NULL,0.00
Asia,Kazakhstan,2021-02-10,18776707,NULL,0.00
Asia,Pakistan,2020-09-17,220892331,NULL,0.00
North America,El Salvador,2021-04-24,6486201,NULL,0.00
Asia,Syria,2021-03-13,17500657,NULL,0.00
Europe,Vatican,2021-03-12,809,NULL,0.00
North America,Belize,2020-08-05,397621,NULL,0.00
Africa,Benin,2021-04-25,12123198,NULL,0.00
Africa,Chad,2020-07-09,16425859,NULL,0.00
Asia,Iraq,2020-06-01,40222503,NULL,0.00
Asia,Nepal,2020-05-07,29136808,NULL,0.00
Europe,Italy,2020-12-11,60461828,NULL,0.00
Asia,Laos,2021-03-18,7275556,NULL,0.00
Asia,Syria,2020-07-21,17500657,NULL,0.00
North America,Grenada,2021-04-14,112519,NULL,0.00
Asia,Israel,2020-11-09,8655541,NULL,0.00
Africa,Cote d'Ivoire,2020-06-30,26378275,NULL,0.00
Africa,Equatorial Guinea,2020-11-23,1402985,NULL,0.00
Africa,Ghana,2020-12-19,31072945,NULL,0.00
Europe,Luxembourg,2021-01-04,625976,NULL,0.00
Asia,Saudi Arabia,2020-10-28,34813867,NULL,0.00
Asia,Thailand,2021-01-31,69799978,NULL,0.00
Oceania,Australia,2021-01-01,25499881,NULL,0.00
Africa,Senegal,2021-02-20,16743930,NULL,0.00
Asia,Timor,2020-11-23,1318442,NULL,0.00
Europe,Bosnia and Herzegovina,2020-09-12,3280815,NULL,0.00
Africa,Central African Republic,2020-06-03,4829764,NULL,0.00
Asia,Armenia,2021-03-18,2963234,NULL,0.00
Asia,Brunei,2020-12-14,437483,NULL,0.00
Europe,France,2020-09-26,68147687,NULL,0.00
North America,Haiti,2020-10-19,11402533,NULL,0.00
Africa,South Africa,2020-09-18,59308690,NULL,0.00
North America,Trinidad and Tobago,2021-02-02,1399491,NULL,0.00
Europe,Vatican,2020-04-04,809,NULL,0.00
Africa,Angola,2020-08-05,32866268,NULL,0.00
Africa,Somalia,2021-02-13,15893219,NULL,0.00
Africa,Cote d'Ivoire,2021-01-18,26378275,NULL,0.00
Asia,Tajikistan,2021-02-08,9537642,NULL,0.00
Africa,Burundi,2020-05-08,11890781,NULL,0.00
Asia,Kazakhstan,2020-12-08,18776707,NULL,0.00
Europe,San Marino,2020-09-11,33938,NULL,0.00
Africa,Libya,2020-06-06,6871287,NULL,0.00
South America,Peru,2020-11-15,32971846,NULL,0.00
Asia,Azerbaijan,2020-03-12,10139175,NULL,0.00
Europe,Iceland,2020-05-19,341250,NULL,0.00
South America,Colombia,2020-08-20,50882884,NULL,0.00
North America,Cuba,2020-06-16,11326616,NULL,0.00
North America,Grenada,2020-04-23,112519,NULL,0.00
South America,Bolivia,2020-12-03,11673029,NULL,0.00
North America,Panama,2020-05-24,4314768,NULL,0.00
Africa,South Africa,2020-04-05,59308690,NULL,0.00
Asia,Syria,2020-09-23,17500657,NULL,0.00
North America,Trinidad and Tobago,2020-08-31,1399491,NULL,0.00
South America,Argentina,2020-10-01,45195777,NULL,0.00
North America,Barbados,2020-04-26,287371,NULL,0.00
Africa,Burkina Faso,2021-02-03,20903278,NULL,0.00
Africa,Comoros,2020-08-31,869595,NULL,0.00
Europe,Cyprus,2020-12-17,875899,NULL,0.00
Asia,Georgia,2020-08-19,3989175,NULL,0.00
Europe,Lithuania,2020-03-09,2722291,NULL,0.00
Africa,Senegal,2020-06-18,16743930,NULL,0.00
Europe,Sweden,2020-09-09,10099270,NULL,0.00
Africa,Tanzania,2021-04-30,59734213,NULL,0.00
Asia,Afghanistan,2021-04-13,38928341,NULL,0.00
Asia,China,2020-07-21,1439323774,NULL,0.00
North America,Greenland,2021-03-04,56772,NULL,0.00
Asia,Bahrain,2020-11-06,1701583,NULL,0.00
South America,Brazil,2020-06-20,212559409,NULL,0.00
Africa,Niger,2020-03-29,24206636,NULL,0.00
South America,Paraguay,2020-09-19,7132530,NULL,0.00
Oceania,Vanuatu,2021-03-09,307150,NULL,0.00
South America,Venezuela,2021-03-18,28435943,NULL,0.00
North America,Cayman Islands,2021-01-21,65720,NULL,0.00
Africa,Democratic Republic of Congo,2021-02-20,89561404,NULL,0.00
Africa,Eswatini,2020-09-10,1160164,NULL,0.00
Europe,Latvia,2020-10-04,1886202,NULL,0.00
Asia,Timor,2020-05-29,1318442,NULL,0.00
Europe,Iceland,2020-08-15,341250,NULL,0.00
Europe,Andorra,2020-07-20,77265,NULL,0.00
Asia,Brunei,2020-06-19,437483,NULL,0.00
North America,Jamaica,2020-07-23,2961161,NULL,0.00
Asia,Sri Lanka,2020-11-25,21413250,NULL,0.00
Africa,Zambia,2020-09-17,18383956,NULL,0.00
North America,Antigua and Barbuda,2020-08-07,97928,NULL,0.00
Asia,Kazakhstan,2020-08-23,18776707,NULL,0.00
North America,Nicaragua,2020-04-24,6624554,NULL,0.00
Africa,South Sudan,2020-08-07,11193729,NULL,0.00
Europe,Spain,2020-02-11,46754783,NULL,0.00
Europe,Moldova,2020-06-09,4033963,NULL,0.00
Africa,Morocco,2020-12-17,36910558,NULL,0.00
Asia,Myanmar,2020-07-18,54409794,NULL,0.00
Asia,Saudi Arabia,2020-11-30,34813867,NULL,0.00
Asia,Palestine,2020-04-09,5101416,NULL,0.00
Asia,Qatar,2020-03-29,2881060,NULL,0.00
Africa,South Africa,2020-03-12,59308690,NULL,0.00
Africa,Democratic Republic of Congo,2020-08-26,89561404,NULL,0.00
South America,Guyana,2021-03-07,786559,NULL,0.00
Africa,Kenya,2021-02-16,53771300,NULL,0.00
Asia,Kuwait,2020-12-17,4270563,NULL,0.00
North America,Saint Lucia,2020-09-12,183629,NULL,0.00
Africa,Tunisia,2020-04-21,11818618,NULL,0.00
Africa,Egypt,2021-02-21,102334403,NULL,0.00
Africa,Ethiopia,2020-07-26,114963583,NULL,0.00
Africa,Gambia,2020-09-07,2416664,NULL,0.00
Asia,Georgia,2021-02-13,3989175,NULL,0.00
Europe,Ireland,2020-12-20,4937796,NULL,0.00
Asia,Jordan,2020-12-11,10203140,NULL,0.00
Europe,Sweden,2020-03-15,10099270,NULL,0.00
Asia,Vietnam,2020-09-30,97338583,NULL,0.00
Europe,Netherlands,2020-09-13,17134873,NULL,0.00
Africa,Rwanda,2020-05-14,12952209,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-08-06,110947,NULL,0.00
Asia,United Arab Emirates,2020-04-30,9890400,NULL,0.00
Asia,Afghanistan,2020-04-05,38928341,NULL,0.00
North America,Dominican Republic,2021-02-09,10847904,NULL,0.00
North America,Honduras,2020-06-15,9904608,NULL,0.00
Europe,Malta,2020-04-01,441539,NULL,0.00
Asia,Pakistan,2021-03-07,220892331,NULL,0.00
South America,Brazil,2020-12-15,212559409,NULL,0.00
South America,Colombia,2020-04-21,50882884,NULL,0.00
Europe,Cyprus,2020-06-22,875899,NULL,0.00
Africa,Nigeria,2020-12-24,206139587,NULL,0.00
Africa,Tanzania,2020-11-03,59734213,NULL,0.00
Africa,Angola,2020-05-07,32866268,NULL,0.00
Africa,Sierra Leone,2020-04-13,7976985,NULL,0.00
North America,United States,2020-09-21,331002647,NULL,0.00
Europe,Belgium,2020-06-30,11589616,NULL,0.00
Africa,Niger,2020-09-23,24206636,NULL,0.00
Africa,Burkina Faso,2021-02-27,20903278,NULL,0.00
Europe,Latvia,2020-04-09,1886202,NULL,0.00
Oceania,New Zealand,2020-11-10,4822233,NULL,0.00
Africa,Sudan,2020-06-22,43849269,NULL,0.00
Asia,Yemen,2021-01-11,29825968,NULL,0.00
Europe,Austria,2020-04-07,9006400,NULL,0.00
North America,Bahamas,2020-05-07,393248,NULL,0.00
Africa,Uganda,2020-11-04,45741000,NULL,0.00
Europe,Belarus,2020-10-17,9449321,NULL,0.00
Europe,Croatia,2020-09-12,4105268,NULL,0.00
Africa,Mauritius,2021-04-30,1271767,NULL,0.00
Africa,Namibia,2020-11-21,2540916,NULL,0.00
Asia,Turkey,2020-08-25,84339067,NULL,0.00
Europe,Vatican,2020-03-28,809,NULL,0.00
Asia,Bangladesh,2020-08-17,164689383,NULL,0.00
Europe,Bosnia and Herzegovina,2021-03-21,3280815,NULL,0.00
Africa,Djibouti,2021-01-22,988002,NULL,0.00
Asia,Iraq,2021-02-22,40222503,NULL,0.00
Europe,Albania,2020-09-27,2877800,NULL,0.00
South America,Bolivia,2020-06-08,11673029,NULL,0.00
Africa,Burundi,2020-10-19,11890781,NULL,0.00
Asia,Cambodia,2020-06-21,16718971,NULL,0.00
Asia,Mongolia,2020-12-06,3278292,NULL,0.00
Asia,Saudi Arabia,2020-06-29,34813867,NULL,0.00
Europe,Spain,2020-03-06,46754783,NULL,0.00
North America,Belize,2021-02-23,397621,NULL,0.00
Africa,Benin,2020-05-11,12123198,NULL,0.00
North America,Cuba,2020-10-01,11326616,NULL,0.00
Africa,Liberia,2021-04-20,5057677,NULL,0.00
North America,Cuba,2020-04-06,11326616,NULL,0.00
Africa,Liberia,2020-10-24,5057677,NULL,0.00
Africa,Mauritania,2021-04-25,4649660,NULL,0.00
Europe,Romania,2020-11-07,19237682,NULL,0.00
Africa,Cameroon,2020-11-22,26545864,NULL,0.00
Europe,Croatia,2020-03-18,4105268,NULL,0.00
North America,El Salvador,2020-04-09,6486201,NULL,0.00
Africa,Mauritius,2020-11-03,1271767,NULL,0.00
Europe,San Marino,2020-03-05,33938,NULL,0.00
Asia,South Korea,2020-10-14,51269183,NULL,0.00
Asia,Nepal,2020-06-26,29136808,NULL,0.00
North America,Saint Kitts and Nevis,2020-11-20,53192,NULL,0.00
Europe,Denmark,2020-03-23,5792203,NULL,0.00
North America,Guatemala,2020-03-29,17915567,NULL,0.00
Asia,Palestine,2020-05-03,5101416,NULL,0.00
North America,Saint Lucia,2020-03-18,183629,NULL,0.00
Africa,Tunisia,2020-10-16,11818618,NULL,0.00
North America,Costa Rica,2021-01-11,5094114,NULL,0.00
Europe,Netherlands,2020-03-19,17134873,NULL,0.00
Asia,Oman,2020-07-26,5106622,NULL,0.00
Africa,Rwanda,2020-11-08,12952209,NULL,0.00
Oceania,Solomon Islands,2021-02-10,686878,NULL,0.00
Africa,Cape Verde,2020-07-02,555988,NULL,0.00
South America,Ecuador,2020-12-18,17643060,NULL,0.00
Europe,Latvia,2020-12-19,1886202,NULL,0.00
Europe,Lithuania,2020-08-20,2722291,NULL,0.00
Africa,Malawi,2020-04-30,19129955,NULL,0.00
Oceania,Marshall Islands,2021-02-24,59194,NULL,0.00
North America,Panama,2020-04-16,4314768,NULL,0.00
Africa,Togo,2020-03-08,8278737,NULL,0.00
Africa,Ethiopia,2020-06-30,114963583,NULL,0.00
Asia,Jordan,2020-10-03,10203140,NULL,0.00
Asia,Laos,2020-03-27,7275556,NULL,0.00
Europe,Norway,2020-04-05,5421242,NULL,0.00
Europe,Russia,2021-01-27,145934460,NULL,0.00
Europe,San Marino,2021-04-01,33938,NULL,0.00
Asia,Vietnam,2020-02-08,97338583,NULL,0.00
Asia,Bahrain,2020-04-04,1701583,NULL,0.00
Africa,Eswatini,2021-03-19,1160164,NULL,0.00
North America,Honduras,2020-05-01,9904608,NULL,0.00
Asia,Azerbaijan,2020-09-06,10139175,NULL,0.00
Oceania,Fiji,2020-07-24,896444,NULL,0.00
Asia,Japan,2021-02-02,126476458,NULL,0.00
North America,Mexico,2020-07-06,128932753,NULL,0.00
Europe,North Macedonia,2021-02-26,2083380,NULL,0.00
Asia,Pakistan,2020-12-02,220892331,NULL,0.00
North America,Saint Kitts and Nevis,2021-04-02,53192,NULL,0.00
Asia,United Arab Emirates,2020-12-21,9890400,NULL,0.00
Asia,China,2020-10-05,1439323774,NULL,0.00
Europe,Romania,2020-07-09,19237682,NULL,0.00
South America,Suriname,2021-03-18,586634,NULL,0.00
Europe,Belarus,2021-01-15,9449321,NULL,0.00
Europe,Bosnia and Herzegovina,2021-03-09,3280815,NULL,0.00
Africa,Eritrea,2021-01-20,3546427,NULL,0.00
Africa,Guinea,2021-01-15,13132792,NULL,0.00
Africa,Kenya,2020-09-17,53771300,NULL,0.00
Africa,Seychelles,2020-06-28,98340,NULL,0.00
Europe,Vatican,2020-09-29,809,NULL,0.00
South America,Venezuela,2020-05-18,28435943,NULL,0.00
North America,Grenada,2020-10-18,112519,NULL,0.00
Europe,Ukraine,2020-07-28,43733759,NULL,0.00
Europe,United Kingdom,2020-08-29,67886004,NULL,0.00
South America,Uruguay,2020-12-05,3473727,NULL,0.00
Asia,Bangladesh,2020-05-21,164689383,NULL,0.00
Africa,Congo,2021-03-20,5518092,NULL,0.00
North America,Dominican Republic,2020-07-15,10847904,NULL,0.00
North America,Haiti,2020-04-24,11402533,NULL,0.00
Oceania,Nauru,2021-04-14,10834,NULL,0.00
Oceania,New Zealand,2020-11-29,4822233,NULL,0.00
Asia,Sri Lanka,2020-08-10,21413250,NULL,0.00
North America,Antigua and Barbuda,2020-06-18,97928,NULL,0.00
Africa,Benin,2020-04-03,12123198,NULL,0.00
Asia,Georgia,2020-06-16,3989175,NULL,0.00
Europe,Cyprus,2020-08-06,875899,NULL,0.00
Africa,Gabon,2021-01-26,2225728,NULL,0.00
Europe,Iceland,2020-11-13,341250,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-09-25,110947,NULL,0.00
Africa,Sierra Leone,2020-11-08,7976985,NULL,0.00
Africa,Democratic Republic of Congo,2020-05-11,89561404,NULL,0.00
South America,Falkland Islands,2021-04-01,3483,NULL,0.00
North America,Jamaica,2020-08-30,2961161,NULL,0.00
Africa,Kenya,2020-03-23,53771300,NULL,0.00
North America,Mexico,2020-01-10,128932753,NULL,0.00
Africa,Niger,2020-07-09,24206636,NULL,0.00
Asia,Pakistan,2020-06-07,220892331,NULL,0.00
Europe,Serbia,2020-07-15,6804596,NULL,0.00
Europe,Czechia,2020-09-02,10708982,NULL,0.00
North America,Panama,2020-10-11,4314768,NULL,0.00
Asia,China,2020-09-11,1439323774,NULL,0.00
Asia,Israel,2020-05-15,8655541,NULL,0.00
Asia,Malaysia,2020-09-07,32365998,NULL,0.00
Europe,Albania,2020-07-25,2877800,NULL,0.00
North America,Canada,2020-06-01,37742157,NULL,0.00
Africa,Ghana,2021-01-12,31072945,NULL,0.00
Asia,Jordan,2020-04-08,10203140,NULL,0.00
Asia,Kuwait,2020-03-05,4270563,NULL,0.00
Asia,Turkey,2020-09-01,84339067,NULL,0.00
Asia,Bahrain,2020-09-29,1701583,NULL,0.00
Europe,Monaco,2021-01-06,39244,NULL,0.00
Asia,Singapore,2020-02-11,5850343,NULL,0.00
Africa,South Sudan,2020-08-02,11193729,NULL,0.00
Africa,Uganda,2020-05-24,45741000,NULL,0.00
Africa,Zambia,2020-05-19,18383956,NULL,0.00
Africa,Algeria,2021-01-27,43851043,NULL,0.00
Europe,Bulgaria,2020-10-18,6948445,NULL,0.00
Asia,Lebanon,2020-04-27,6825442,NULL,0.00
Asia,Uzbekistan,2020-04-30,33469199,NULL,0.00
Europe,Andorra,2021-01-14,77265,NULL,0.00
Africa,Benin,2021-04-11,12123198,NULL,0.00
Africa,Guinea,2020-12-22,13132792,NULL,0.00
Asia,Myanmar,2020-05-10,54409794,NULL,0.00
Europe,Sweden,2020-06-25,10099270,NULL,0.00
North America,Bahamas,2021-01-09,393248,NULL,0.00
Africa,Cote d'Ivoire,2020-07-24,26378275,NULL,0.00
Africa,Gambia,2020-12-11,2416664,NULL,0.00
North America,Guatemala,2020-03-10,17915567,NULL,0.00
Asia,Indonesia,2020-09-14,273523621,NULL,0.00
Africa,Liberia,2021-02-03,5057677,NULL,0.00
Asia,Taiwan,2020-04-03,23816775,NULL,0.00
South America,Ecuador,2020-10-10,17643060,NULL,0.00
Africa,Sudan,2020-11-21,43849269,NULL,0.00
Europe,Ukraine,2021-01-22,43733759,NULL,0.00
Europe,United Kingdom,2020-03-04,67886004,NULL,0.00
Asia,Sri Lanka,2020-02-14,21413250,NULL,0.00
South America,Suriname,2021-04-11,586634,NULL,0.00
Africa,Cameroon,2020-03-13,26545864,NULL,0.00
Africa,Chad,2021-02-03,16425859,NULL,0.00
North America,El Salvador,2020-12-19,6486201,NULL,0.00
Europe,Germany,2020-09-07,83783945,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-09-01,110947,NULL,0.00
Africa,Senegal,2020-03-01,16743930,NULL,0.00
North America,Nicaragua,2020-08-23,6624554,NULL,0.00
Asia,United Arab Emirates,2020-06-26,9890400,NULL,0.00
Africa,Sierra Leone,2020-04-20,7976985,NULL,0.00
Oceania,New Zealand,2020-06-04,4822233,NULL,0.00
Europe,Portugal,2020-06-14,10196707,NULL,0.00
North America,United States,2020-01-30,331002647,NULL,0.00
Asia,Saudi Arabia,2020-05-03,34813867,NULL,0.00
Europe,Switzerland,2020-07-24,8654618,NULL,0.00
South America,Bolivia,2020-08-04,11673029,NULL,0.00
Europe,Hungary,2020-04-02,9660350,NULL,0.00
Europe,Spain,2020-03-20,46754783,NULL,0.00
North America,Costa Rica,2020-09-12,5094114,NULL,0.00
Europe,Bosnia and Herzegovina,2020-03-18,3280815,NULL,0.00
Asia,Japan,2020-03-08,126476458,NULL,0.00
Europe,Moldova,2020-07-05,4033963,NULL,0.00
Asia,Nepal,2020-11-01,29136808,NULL,0.00
Europe,Bulgaria,2020-04-23,6948445,NULL,0.00
North America,Guatemala,2020-09-04,17915567,NULL,0.00
Africa,Liberia,2020-08-09,5057677,NULL,0.00
Europe,Luxembourg,2020-07-10,625976,NULL,0.00
Europe,Malta,2021-01-11,441539,NULL,0.00
South America,Suriname,2020-04-03,586634,NULL,0.00
Africa,Cameroon,2020-09-07,26545864,NULL,0.00
Europe,Estonia,2020-07-09,1326539,NULL,0.00
Asia,Myanmar,2020-11-04,54409794,NULL,0.00
Africa,Seychelles,2020-12-23,98340,NULL,0.00
Asia,Singapore,2020-08-07,5850343,NULL,0.00
Africa,Senegal,2020-08-26,16743930,NULL,0.00
Africa,Sudan,2020-05-27,43849269,NULL,0.00
Asia,Vietnam,2020-08-04,97338583,NULL,0.00
North America,Antigua and Barbuda,2021-01-06,97928,NULL,0.00
Africa,Cape Verde,2020-07-28,555988,NULL,0.00
Europe,Montenegro,2021-02-24,628062,NULL,0.00
North America,United States,2020-07-26,331002647,NULL,0.00
North America,Belize,2020-09-05,397621,NULL,0.00
Europe,North Macedonia,2020-03-14,2083380,NULL,0.00
Oceania,Papua New Guinea,2021-01-21,8947027,NULL,0.00
Asia,Qatar,2020-09-16,2881060,NULL,0.00
North America,Barbados,2020-07-11,287371,NULL,0.00
Europe,Greece,2020-03-31,10423056,NULL,0.00
South America,Guyana,2021-01-09,786559,NULL,0.00
Asia,India,2020-04-24,1380004385,NULL,0.00
South America,Paraguay,2020-04-01,7132530,NULL,0.00
Asia,Yemen,2020-11-15,29825968,NULL,0.00
South America,Brazil,2020-10-19,212559409,NULL,0.00
Asia,South Korea,2020-05-15,51269183,NULL,0.00
Africa,Guinea-Bissau,2020-07-07,1967998,NULL,0.00
Asia,Maldives,2020-07-24,540542,NULL,0.00
Asia,Bhutan,2020-11-17,771612,NULL,0.00
Asia,Kuwait,2020-08-30,4270563,NULL,0.00
Asia,Kyrgyzstan,2020-05-03,6524191,NULL,0.00
Africa,Morocco,2020-12-10,36910558,NULL,0.00
Asia,Qatar,2021-03-13,2881060,NULL,0.00
Europe,Russia,2020-08-25,145934460,NULL,0.00
Asia,Taiwan,2020-09-28,23816775,NULL,0.00
Europe,Ireland,2020-11-12,4937796,NULL,0.00
Africa,Lesotho,2020-08-02,2142252,NULL,0.00
Africa,Madagascar,2020-12-01,27691019,NULL,0.00
Europe,Monaco,2020-07-12,39244,NULL,0.00
Europe,Poland,2020-10-30,37846605,NULL,0.00
North America,Saint Lucia,2020-09-24,183629,NULL,0.00
Africa,Zimbabwe,2021-01-28,14862927,NULL,0.00
Asia,Lebanon,2020-10-22,6825442,NULL,0.00
Africa,Mauritania,2020-04-15,4649660,NULL,0.00
Africa,Sao Tome and Principe,2021-04-24,219161,NULL,0.00
Europe,Slovakia,2020-05-25,5459643,NULL,0.00
Africa,Tanzania,2020-06-30,59734213,NULL,0.00
North America,Dominican Republic,2020-12-26,10847904,NULL,0.00
Africa,Eritrea,2021-01-13,3546427,NULL,0.00
Europe,Iceland,2020-06-19,341250,NULL,0.00
Asia,Myanmar,2020-12-05,54409794,NULL,0.00
Oceania,Samoa,2020-11-21,198410,NULL,0.00
Africa,Somalia,2021-01-18,15893219,NULL,0.00
Africa,Tunisia,2020-05-29,11818618,NULL,0.00
North America,Bahamas,2020-06-14,393248,NULL,0.00
Asia,Bahrain,2020-08-29,1701583,NULL,0.00
South America,Colombia,2020-09-20,50882884,NULL,0.00
North America,Greenland,2021-02-18,56772,NULL,0.00
Europe,Italy,2020-06-30,60461828,NULL,0.00
Africa,Kenya,2020-04-06,53771300,NULL,0.00
Africa,Nigeria,2020-07-25,206139587,NULL,0.00
North America,Saint Kitts and Nevis,2021-04-09,53192,NULL,0.00
Africa,Togo,2021-02-13,8278737,NULL,0.00
North America,Antigua and Barbuda,2020-06-11,97928,NULL,0.00
Asia,Kazakhstan,2020-06-27,18776707,NULL,0.00
Asia,Nepal,2020-04-30,29136808,NULL,0.00
Asia,Turkey,2020-09-08,84339067,NULL,0.00
Africa,Uganda,2020-12-19,45741000,NULL,0.00
Asia,China,2021-03-01,1439323774,NULL,0.00
Asia,Saudi Arabia,2020-06-03,34813867,NULL,0.00
Africa,Sierra Leone,2020-05-28,7976985,NULL,0.00
Asia,Syria,2020-07-28,17500657,NULL,0.00
North America,Cuba,2020-06-02,11326616,NULL,0.00
North America,Honduras,2020-05-08,9904608,NULL,0.00
Africa,Mauritania,2021-02-27,4649660,NULL,0.00
Europe,Montenegro,2020-03-19,628062,NULL,0.00
Africa,Rwanda,2021-01-04,12952209,NULL,0.00
Oceania,Solomon Islands,2021-04-08,686878,NULL,0.00
South America,Guyana,2021-02-09,786559,NULL,0.00
Europe,Moldova,2020-08-05,4033963,NULL,0.00
Europe,Russia,2020-08-18,145934460,NULL,0.00
Africa,Tanzania,2020-12-11,59734213,NULL,0.00
Africa,Djibouti,2020-11-14,988002,NULL,0.00
Africa,Eswatini,2020-10-06,1160164,NULL,0.00
Europe,Monaco,2020-12-23,39244,NULL,0.00
Oceania,New Zealand,2020-07-05,4822233,NULL,0.00
Oceania,Papua New Guinea,2021-02-21,8947027,NULL,0.00
Asia,Philippines,2020-12-06,109581085,NULL,0.00
South America,Suriname,2021-03-11,586634,NULL,0.00
Oceania,Australia,2021-01-08,25499881,NULL,0.00
Asia,Cambodia,2020-08-05,16718971,NULL,0.00
Africa,Cameroon,2021-03-11,26545864,NULL,0.00
